steming_data,Score,Sentiment
bug,0,Negatif
bagus banget map ya pokok seru banget main saran coba,3,Positif
seru banget suka grow a garden,1,Positif
game ya seru sih ngebug mohon roblox betul plisssss,2,Positif
nang bagus,-1,Negatif
bagus banget gem btw sikrit,1,Positif
tolong ban hacker roblox,0,Negatif
roblox sih pas masuk map tibatiba banget masuk mahal disconnect coba tolong baik,1,Positif
game hibur banget main hati ku senang banget player roblox ramah scam,3,Positif
game ya keren nenek nenek main game ide kreatif game ya seru bug guna game seru main cucu game seru cocok mager rumah bosan,9,Positif
pakai wifi,0,Negatif
game keren suka,1,Positif
game populer dunia nomor orang orang ramah ngeleg ngebug soalnyaa kamera kadang kadang gerak solusi tinggal pencet gambar roblox warna abu abu langsung pencet reset begitu ngebug pokok game favorit duniadan map bagus bagus jelekdan map suka brookhaven apung benda orang mainindah segitu maaf gjlas,4,Positif
wowwwwww,0,Negatif
main seru roblox tutup karma,-1,Negatif
game bagus,1,Positif
gem tarik,1,Positif
tau sampah sampah,-3,Negatif
roblox berat sumpah kesel banget wifi lancar bagus rblx gbsa buka buka lot patah ganti costum gbsa saran nih ya rblx kenal hars ya bagus baik jelek,-1,Negatif
bagus,0,Negatif
asik banget teman teman ya asik,4,Positif
roblox seru muas,1,Positif
bagus banget ya sayang robux ya beli ku kasih bintang deh maaf ya ku tulis salah sekian terimah kasih,3,Positif
game ya bagus vitur bannnnnnnddd benci,2,Positif
game ya bagussoalnya paksa,1,Positif
main roblox,0,Negatif
game ya bagus main blox fruit behhh coba coba main blox fruit,2,Positif
game ya bagus data ku kuat tolong baik,1,Positif
game ya bagus minimal ya aksesoris minimal kasih grati ya item ya bagus ya sal ku terimah kasih roblok semangat,3,Positif
baguussss bnggggtttt,0,Negatif
kembali akun ku wo,0,Negatif
please roblox my clothes image is blurry and the bug is removed plss,-2,Negatif
pas main game habis main main kesal,2,Positif
mantap candu,1,Positif
bro game seru ya masuk teman ya mabar ih seru,2,Positif
suka game ya sound,2,Positif
bagus cumancuman depoloper game main hoky strimer player,1,Positif
gamenya bagus banget,1,Positif
gemenya seru banget map mabar teman interaksi orang ganti avatar suka hati pokok geme seru main kasih rating,1,Positif
gamenya seruh penuh tualang dapat ikan legendaris atas susah pakai rod umpan mahal,-2,Negatif
ngelag bagus,0,Negatif
teman ku suka main roblox,0,Negatif
bagus skin,0,Negatif
seru,0,Negatif
roblox seru banget hacker roblox takut banget bajak saran sih maju roblox entar fokus aman aman tipisss banget takutt,2,Positif
seru banget pliss hapus hapus nih game pakai wifi wajar game banget permainannyamap ya pokok bagus banget,4,Positif
secret iri download secret bug,-1,Negatif
bug bikin stres cari solusi susah loading screen device bagus cari solusi susah game bikin darah pokok game hapus bug atur ya kayak banget mending ya play store mending pindah aplikasi oren sabar kayak hadeh roblox roblox,-2,Negatif
anjay mantap slebew cwaks,0,Negatif
gem ya bagus pakai robux,1,Positif
game ya seru mudah teman,2,Positif
pleasee roblox soo niceeetp siii banget notif kadaluarsa suruh update moga benerin ya kayak,1,Positif
lag banget asu,1,Positif
seru banget,1,Positif
sangka seru game ya asa ku game ya ajar deh,4,Positif
gila game cakep main steal a brainrot,1,Positif
game ya bagus realistis banget,4,Positif
seru bug ya baik bug ya,2,Positif
game ya epot payah secret ya,3,Positif
main bagus banget,1,Positif
jaring gue bagus lag kocak,0,Negatif
main seru pilih,-1,Negatif
seru banget pokok nya,1,Positif
bagusnih game cuman jarang main sibuk ajar uji,2,Positif
roblox aneh orang scam orang laporin kena blokir aneh aneh,-3,Negatif
seru teman game favorit,1,Positif
akun akun roblox,0,Negatif
game seru cari teman obrol asih ranting game seru tarik,2,Positif
geme ya,1,Positif
game ya seru,2,Positif
game ya bagus banget main fist kasih secret game ya bagus banget mantap,7,Positif
game bagus,1,Positif
seru suka koneksi bikin kesel,-1,Negatif
game bagus hibur,1,Positif
gamenya seru tarik suka,1,Positif
ngebug mulu sinyal lancar masuk map eror tolong akun roblox ku top up robux cuman top up kali,0,Negatif
tolong rang update ya,0,Negatif
gamenya bagus tolong upgrade ya hpku upgrade,1,Positif
anjing ngeleg cok wifi gue bagus gue kasih bintang ngeleg bagus map,-1,Negatif
bagus map pasuk,0,Negatif
change ur moderation and customer service,0,Negatif
game ya bagus banyak updatetapi gapapa seru,2,Positif
seru banget mabar seru gamenya eh roblox disconnect ya orangorang banned kadangkadang bocil tantrum garagara disconnect mulu wifi koneksi bagus,2,Positif
bagus game,1,Positif
roblox serruuu banget gila candu ya kadang ngelag sih gapapa seru kook bintang,3,Positif
join server pakai lancar banget roblox tolong baik gila gara gara doang,0,Negatif
game burik ngelek hp ku roblok haram,1,Positif
sangatsangat menghiburkangame ya banyakkpokoknya the best your gamee,1,Positif
asikkkk banget gamenya,1,Positif
main ya asik banget bohong ya tau kasih bintang ya bagus banget map seru pokok asik deh,5,Positif
gem seru,0,Negatif
game bug,1,Positif
level sc game busuk,0,Negatif
aplikasi sngat keren,-1,Negatif
sumpah gess,0,Negatif
lumayan roblox,0,Negatif
bagus bangetttttmana iklan lagimapnya bangetgapernah bosan mainnyatapi minus dimainin pas offline segitu akusekian terima kasih,0,Negatif
oi tolong baik bug tunggu baik bug baju burik buram pata pls baik bug admin roblox,-1,Negatif
main bagus grafik,0,Negatif
ngeleg akun gue wifi bagus sinyal ya,1,Positif
mancing enak banget ikan secret susah banget,2,Positif
seru roblox,0,Negatif
game super seru gggggg,1,Positif
gue scam sc kali,0,Negatif
game no,1,Positif
bagus gamenya,0,Negatif
ya,1,Positif
the game is fun and good for everyone play,2,Positif
seru parahhhhh gacorrrrr,0,Negatif
bagus bagus sih,0,Negatif
seru troll orang seru roblox,0,Negatif
i forseaken,0,Negatif
roblox,0,Negatif
this is very awesome lots of games and playing with friends this is the best,1,Positif
sikrettalonkikir,0,Negatif
bagus seru main,0,Negatif
game ya bagus bug,2,Positif
seru toxic suka sih,0,Negatif
tolong baik app player detected,0,Negatif
game ya seru rena game ya update admin abuse game grow a gardencuri brainrotplats vs brainrotdll admin abuse ya bagus grafik ya dll,7,Positif
robuxnya mahal ya bilang murah jujur kecewa inflasi,2,Positif
bagus banget main fish kasih secret,1,Positif
seru game favorit evade lupa download ya seru,2,Positif
keren banget gila map ya main tagih,1,Positif
bagus bayak game seru,1,Positif
seru gem,0,Negatif
seru banget game ya gampang bosan rekomendasi sih cari game seru,3,Positif
roblox bagus mantap,1,Positif
upgrade robux ya hilang kah,1,Positif
bagus polllll,0,Negatif
seram,-1,Negatif
sok funnyyyy,0,Negatif
seru banget main,1,Positif
kasih bintang bug pasmasuk bilang chek koneksi internet penuh,0,Negatif
senang,0,Negatif
game ya bagus interaksi player,2,Positif
bagus game ya suka,2,Positif
roblox ya masuk map ya ninety nine the forest tolong baik,1,Positif
bagus sih pengin rbx,0,Negatif
game ya seru banget,3,Positif
bicara kasar main,0,Negatif
bagus,0,Negatif
suka lupa ajar,0,Negatif
lumayan seru hibur pas bad mood teman lucu me update ya masuk akal bahaya,0,Negatif
bagus game seru ya,2,Positif
saaayyyyaa sukatapi sayang gara bikin hp batrenya gampang habisdan ikhlasin gamenya pengin donlod lagitapi batre gampang habis,-1,Negatif
seru bilang seru game seruh teman online,1,Positif
orang main bilang bagus,0,Negatif
gamenya bagus lagnya bug,0,Negatif
good play candy world with meh,0,Negatif
this roblox game is one of the good games,2,Positif
bagus banget game ya mabar pokok seru suka roblox hilang unik ya gara gara orang orang bikin avatar zepeto situ toxic tolong ya roblox banned avatar zepeto,3,Positif
seru gamenya iklan,0,Negatif
aaya rating pas aaya log roblox uninstall curiga xoba pulih akunmugitu tolong fix,1,Positif
main pilih seru main teman teman game roblox ayo main roblox,1,Positif
suka banget game ya forsaken grafik bagus suka ngetroll minggu main seru banget,4,Positif
bagus banget game ya dandy world main,3,Positif
aplikasi keren game tarik,1,Positif
game dalam game ngelek,3,Positif
main tenang disconnect ros,0,Negatif
tau kasih bintang fan banget tenxiiiiii,0,Negatif
game hama,0,Negatif
roblox eror,-1,Negatif
bagus banget gemnya seru banget,2,Positif
game ngibur,1,Positif
gamenya serumenarikdan cocok main umur game cocok bosan game roblox,2,Positif
selamat,1,Positif
bug sodara,0,Negatif
game ter ter ter bwaguss sih sayang banget orang ya ras bocil,3,Positif
gue dapatttt secret map fish itttttttt capeeeee summpahh,0,Negatif
game bagus,1,Positif
suka maps ya,1,Positif
bagus,0,Negatif
lumyn game nya walupun ngeleg kotak,0,Negatif
bagus ya game nyoo,2,Positif
hp blur hp teman blur ya kak hp bagus blur gue grafik ya hd blur tolong,-2,Negatif
indak masuk indak,-1,Negatif
seru banget,1,Positif
mabar enak mainin,-1,Negatif
ngelek,0,Negatif
game bagus,1,Positif
mohon roblox geme update leg leg,0,Negatif
map ya main teman beli beli,1,Positif
gema ya bagus,2,Positif
main ya bagus,1,Positif
seru bikin gabut pokok nya seru banget deh cepat download,0,Negatif
bagus banget mabar teman tema,1,Positif
wow bagus gemas ya steal a brainrot,1,Positif
senang uenak,0,Negatif
update rusak,0,Negatif
aneh jaring bagus bilang ngeleg game ya,3,Positif
aplikasi bagus keren mai hp ya diri miring sulit,-2,Negatif
bagus banget bayak main ya,2,Positif
hibur,0,Negatif
bagus,0,Negatif
lop lu,0,Negatif
apik,0,Negatif
seru,0,Negatif
bagus gamenya terus upgrade habis paket gua,0,Negatif
gameplay nya bagus but bug gerakin kamera wlw atas tolong benerin bug plisss sekian terima kasih,0,Negatif
gemas ya seru tulis langsung ben contoh pacar langsung hilang seru sih gemas orang dewasa,4,Positif
bagus game nya tombol lompat ya banget tolong baik,3,Positif
halo nama nazneen suka game seruuuuuu banget terimakasih game bagus rawwwwwrrrrrrr uwuuuuuuuuu seruuuuu nyooooooooo,5,Positif
bagus,0,Negatif
game ya seru cari teman map banget,2,Positif
lumayan sih baik ya game nya bug gamenyaa asikk kasih bintang gara gara,0,Negatif
ikan scekret hoki mantappppppp,0,Negatif
suka game roblox game senang,2,Positif
seru banget cari teman gabut main ya,0,Negatif
game seru,1,Positif
ubah frozen download roblox,0,Negatif
map sih bintang deh,0,Negatif
buuuuuuagusssssss buangetttttt,0,Negatif
bagus banget seru sih kadang suka ngebug ya sebentar akun ganti umur coba ganti dewasa tapiga main map salah ya moga suka akun aman pilih dewasa thank you roblox bagus tingkat ya,7,Positif
game bagus ku,1,Positif
game ya bagus perfeck,2,Positif
gem bagus inti bagus banget apdet malam jam malam jam sore terdebes banget bintang,0,Negatif
keren banget game,2,Positif
game gooning,1,Positif
donwlod rugi sih,-1,Negatif
fish seru,0,Negatif
nih game bagus,1,Positif
asu hp ku kentang p ff sek apik,0,Negatif
salam yutuber aldencgame bagus puas game mantap,3,Positif
i found a bug your game namely the roblox screen bug that moves some games,1,Positif
robux,0,Negatif
roblox hilang nama akun quuenpox,0,Negatif
seru banget game seru update sus ya bawah umur,3,Positif
seru tarik suka main main offline,1,Positif
jelek balik,-2,Negatif
suka gamenya simpan penuh kadang update,0,Negatif
bagus keren sih ool,0,Negatif
asik gampang eror,0,Negatif
bagus ribu game seru kasih rating besar game suka varorite ku offroading epic wow terimakasih,3,Positif
bagus sih bagus alas bik bintang ya scan wajah verifikasi konfirmasi umur roblox untung kasih bintang coba main konfirmasi atas umur langsung kasih bintang,3,Positif
roblox bagus kasih bintang lebihh bagus grafik ya bagus,1,Positif
game ya bagus ngeleg cuman tombol loncat pencet tolong keatasin ya kadang sambung ulang wifinya bagus btw kasih bintang bagus hias ava editedit pokok seru deh cocok gabut,2,Positif
seru banget main ya batas,1,Positif
keren bagus moga kembang,2,Positif
game dongo bug ya ping dalem game hancur jaring bagus kapai benerin bug ping dalem game ya dikit nih developer bug bajupakaian outfit ya biar player bingung baju beli hasil ya jelek,6,Positif
viral,0,Negatif
bagus banget suka,1,Positif
game seru banget main uang ku main game seru,3,Positif
bagus banget game roblox serudan map gabung temanbisa ketemu tandan obrol seru dehtapikalo main evade tolong cepat ya masuk server nyaaku ranting game seru,3,Positif
bug jaring akun,1,Positif
seru banget geme ya,2,Positif
game bagus tolong ban,1,Positif
bagus banget pilih game biar ribet download game seru banget pokok kurang ya hacker admin,2,Positif
bagus game ya,2,Positif
thans,0,Negatif
bagus banget sih seru cok,1,Positif
sangatt asikk banget enaakk banyakk gamee nya,1,Positif
keren ya lumayan seru mabar suka jahil bikin malas,-1,Negatif
komen game bagus pokok,1,Positif
grafik,0,Negatif
roblox burikkkkkkk,0,Negatif
gamenya bagus tolong fitur atur dibalikin,0,Negatif
game game ya seru,3,Positif
gue suka banget gabut main roblox deh,0,Negatif
game sih bagus tower ya lucu lucu,2,Positif
game ya bagus banget game my hospitalcuma memori ya tinggidan terkadang suka nge lag,6,Positif
menginstal roblox main,0,Negatif
bagus seru sempurna anak anak indonesia,-2,Negatif
main roblox pilih ku,-1,Negatif
seruuyyy,0,Negatif
game bagus karakter mini saran gratis ya tolong ya,4,Positif
game keren mantab roblox terimakasih,2,Positif
game bagus enak kadang suka eror kasih bintang suka game main ya,3,Positif
suka banget roblox masinis,1,Positif
mantap euy,1,Positif
good update,1,Positif
kerentp berat leg banget,1,Positif
game ya tarik keren obby obby penuh telaten obby obby ya lucu tarik banget situ mabar teman mabar teman muas main bareng main obby bareng ava bareng seru banget jujur game ya seru kalah obby tuh bikin emosi sih seru situ cari teman teman pulau negara buru coba deh roblox seru habis habis seru banget loh guys dadaa,11,Positif
ransel google roblox bagus ransel google ya kasih bintang hadiah roblox topi tanduk ya,1,Positif
game ya seru banget loh kadang bug tolong perhati ya,5,Positif
main bagus mbak ya,1,Positif
seru sih beli robux suka ben tibatiba roblox cuman duit ya ban akun robux ya sayang loh kembaliin pliss akun ku masha,2,Positif
game seru anak remaja kembang game,1,Positif
suka game mabar orang komunikasi saran baik bug,1,Positif
bug outfit baik cepat,0,Negatif
bagus kurang update ya ya,1,Positif
tambah boso jowo paham ta,0,Negatif
update,0,Negatif
kaya bkl game favorit deh,1,Positif
bagus banget main kilau ya deh beli wortel,2,Positif
gema ya malam hutan bagus main,2,Positif
game tolong sesat player roblox suus tolong,0,Negatif
suka banget roblox tolong hilang ngelag ya hp pls,1,Positif
update bug,0,Negatif
game keren dunia,1,Positif
bagus banget game ya pilih ya game paleling sukayang malam brokheven,3,Positif
mantap game ya suka,3,Positif
bagus suka pliss atur ketat main kakak halang main kakak main map beda,-3,Negatif
top up robux metode dana robux ya masuk,1,Positif
server ku ban sammy,0,Negatif
seru pokok,0,Negatif
pokok ya seru mabar berang teman,0,Negatif
game bagus salah game,1,Positif
game ya seru banget mabar map hias ter,4,Positif
bagus sih lag ya bikin seru tolong pering ya,1,Positif
game ya bagus,2,Positif
aplikasi meremokasikan game ku geme bagus salah main pacar,-1,Negatif
kasih keraken min habis,0,Negatif
seru banget game tombol lompat besar,2,Positif
bagus game ya keren keren,2,Positif
gem bagus pilih gem gem sesuai imajinasi,0,Negatif
