steming_data,Score,Sentiment
roblox game suka masuk brookhaven ganti baju baju buram tau hp ngelek,1,Positif
game tarik kualitas game bagus,5,Positif
bagu,0,Negatif
game jelek pas akun blac screen hp ku mati,0,Negatif
enek main,-1,Negatif
gila game enak banget pokok enak banget donlowd,5,Positif
this game can accompany me when im lonely,1,Positif
game seru,2,Positif
after the roblox update its getting worse instead of getting better its getting worse items on clothes are disappearing sok its buggy,-1,Negatif
cocok orang suka bosan main game ya tower obby unik tarik,3,Positif
nice,1,Positif
game senang,2,Positif
main roblox bikin goblox,0,Negatif
bikin username ya kali kali beda beda nama ya sih roblox,0,Negatif
bagus banget suka,3,Positif
bagus banget,2,Positif
main seru rame,2,Positif
game seru bang,2,Positif
seru banget sih gamenya tuh kayak game ceria seru bikin ava katalog senang pakai uang pokok seru semangat ya roblox akun guys tutor,7,Positif
reme banget,1,Positif
gamenya seru cari teman main roblox ganti ganti akun akun akun tetap bikin pas,2,Positif
bagus sih beli robuxnya pakai coins habis duit orang orang tolong jadi coins ya,2,Positif
game nya bagus item dapat bintang,1,Positif
bagus game ya,3,Positif
seru banget deh pokok,2,Positif
this game is very good,2,Positif
please help roblox why are the headless phones i bought not working they can only be used when i first bought them then the next day they cant be used anymoreand the two headless ones i bought were from a store that had a blue tick next the item name please fix because ive spent a lot of money there,-5,Negatif
aplikasi ya error ya akses verification ya hubung gmail taut code akses masuk update optimal main hilang akun akses ulang kali,2,Positif
geme ya seru tarik,3,Positif
game ya bagus tolong band executor delta ganggu,2,Positif
game bagus mabar,2,Positif
roblox nih sih item beli hilang kena bug tolong baik beli pakai uang pakai daun,-2,Negatif
gemnya seru pilih,0,Negatif
roblox tolong benar bug kepala,-1,Negatif
game penuh maps batas usia,0,Negatif
game roblox seru sedih game suka game l love you game roblox,5,Positif
bagus banget game ya mabar pokok seru deh,5,Positif
main seru main fish senang menang ikan rahasia tolong baik fish ya ya roblox terima kasih,6,Positif
bagus banget,2,Positif
bagus suka banget player ya ramah deh kayak ras tolong bug ya ilangin ya main tower tbtb apl maksihh,4,Positif
game seru coba,2,Positif
asik seru banget main,3,Positif
gamenya seru kadangkadang ngebug makanunya kasih bintang,1,Positif
keren gem blox fruit,1,Positif
roblox terbaikk,0,Negatif
game senang onlain,2,Positif
suka main roblox,1,Positif
game ya bagus multiplayer main ya ramah pokok game bagus bangetcuma jahat,5,Positif
main seru,1,Positif
alhamdulillah baik,2,Positif
game ser,1,Positif
gamenya bagus banget wajib download game roblox tagih deh,1,Positif
tolong benerin loading,0,Negatif
temu bug badan hilan tangansemua tinggal kepala botak,-1,Negatif
suka main roblox,1,Positif
woyy roblox bikin iklan youtube seram gue kaget ajg gue dengar musik malam pakai headset muncul iklan roblox ngagetin ajg emosi gua,-3,Negatif
game bagus,2,Positif
gamenya keren bug ya bagus banget banget banget banget banget banget banget banget banget banget banget banget banget banget banget banget banget banget banget banget banget bugnya game game suka hidup main game,27,Positif
kadang bikin marah kadang bikin senang,2,Positif
seru bangetttttttttttttrrr bange upgrade nya memori penuhh,1,Positif
gue sih no komen bagus banget,2,Positif
roblox plis sih teman player roblox boysad putus teman pas tulis error sila coba teman roblox pliss baik ya teman plisss ya roblox mood main roblox plis ya,4,Positif
game favorit banget bagus asik cari teman soisal asik suka banget map nya bikin bosan temenin gabud,4,Positif
bangun rumah ancurin mulu,1,Positif
game seru ku clas alien malam hutan,2,Positif
seru banget,2,Positif
developer pilih kasih player selebgram palyer baruuntuk palyer singkir real,-1,Negatif
ngelegklo on mic pakai ktpdi brookhaven sesat semuaaterus banned ambil,-2,Negatif
game seru banget bikin hilang capek sedih terima kasih wassalamualaikum warahmatullahi wabarakatuh,2,Positif
seru map punseru ngeleg gkpp,1,Positif
ngelag banget tolong banget wifi suka error,0,Negatif
game ya bagus rusak akal adik game main hari penuh lupa sholat,4,Positif
roblox seru pilih gamenya game malam hutan,1,Positif
cyber bullying,0,Negatif
aplikasi kasih bagus,0,Negatif
bagus anak suka,1,Positif
balikin robax ya item hilang notif capek nabung beli langsung pakai,0,Negatif
main roblox nglek ngelk main gema mah ngelek tolong bantu biar ngelek ngelek gara gara main roblox riset mulu ngelek mulu ples ngelek,-1,Negatif
cinta banget apk lovee,1,Positif
game favorit,1,Positif
teman,0,Negatif
tagih gua,-2,Negatif
plis roblox semenjak update tulis security detected aneh tau hp golong hp pls roblox benerin main mulu gara tulis,-3,Negatif
susah masuk gemnya seru seru banget gemnya,1,Positif
team roblox uh i dont know if youll read this orang not but can you pakai a feature called delete continue map sok we can delete maps the continue list there are some people complaining actually not complaining because they accidentally pressed a map they didnt want hopefully team roblox adds,0,Negatif
brokhaven main dunia gunung gunung seru tower tarik,2,Positif
apk ya seru bikin bosan interaksi ava,1,Positif
cari cewek cari situ horor ya suka roblox skin gratis bayar ya,1,Positif
bagus game ya teman map ya,4,Positif
senang main game permainanya bagus,3,Positif
wawww game ya bagus wajib downloaddan informasi bilang kokada launching experinceko kamera ngefreezeada nih jelas youtuber indonesiamungkin orang pakai hp android bilang android hp spek kentang jadiyahh deh kecuali hp applelaptop apple,2,Positif
bagus banget suka pokok nya,3,Positif
main bagus umur pilih game dalam sinyal digital lemah susah masuk gamenya,0,Negatif
gamenya bagus aneh harga suka habis update tolong baik ya min,5,Positif
gem bagus main,1,Positif
game bikin gue kesel ngeleg suka game ya,3,Positif
geme seru agam bak,2,Positif
gem seru,1,Positif
gratis,1,Positif
bagus banget map,2,Positif
bagus banget roblox ya,3,Positif
cocok,0,Negatif
game seru bosan main boseen,1,Positif
tolong app player ya atur ya afk grow a garden fist tuju komen biar admin roblox ya dengar,4,Positif
kadang ngebug,1,Positif
bagus banget maaf kasih bintang bagus semangat ya,4,Positif
tolong apk roblox main redvinger dll nelayan fish rugi bayar redvinger mahal mahal pakai main roblox,-1,Negatif
game hama gue kapai ban entar malam limited cdid auto dhhsayamintagantirugi,-1,Negatif
lumayan bagus mabar,1,Positif
main seru main,1,Positif
ngebug anjrtt sebelll,0,Negatif
bruh game not good i get banned the other guys not bruhhjj,3,Positif
seruuasikk,0,Negatif
bagus banget ngelag,1,Positif
seru main ya,2,Positif
gam seru ku,1,Positif
bagus,1,Positif
seruuuu banget,1,Positif
ku,0,Negatif
game ya seru bug kalah terkadang update dicancel,2,Positif
gamenya burik,-1,Negatif
seru teman,1,Positif
bagus jir,0,Negatif
lumayan bagus game roblox keren cari nama teman vxrazt,2,Positif
game ya bagus seru main roblox teman banyaaakkkkkkkkkk,4,Positif
main map ya geme,1,Positif
roblox beratpingaplikasiinii,0,Negatif
geme fist seruhhhh tama bau tatai,-2,Negatif
sumpah game masuk map banget tibatiba eror game,0,Negatif
kamera diri miring main gunung,-2,Negatif
kecewa banget game ya bgusss banget iklann aplikasi mahal virus pakai seluler iklann woyy,2,Positif
hapus item ya beli mahal hilang,-1,Negatif
game main kak aplikasi roblox seru,1,Positif
enak permainanya,1,Positif
bagus pilih gamenya fish afk,0,Negatif
bagus robux gratis,2,Positif
kakak tolong kode log ulang email kirim ulang kali gonta ganti email kode terus kirim tolong jawab kakak,0,Negatif
gamenya seruseru game susah fist,0,Negatif
bagus main ya seru main teman banyak batasin player masuk asik seru bikin bosan map ya ganti ganti hias avatar avatar ya gratis map map pokok ya seru deh coba game coba deh seru,11,Positif
bagus main daki gunungmenara temu,1,Positif
buka,0,Negatif
download pas upgrade,1,Positif
seruuuuu,0,Negatif
game ya bagus avatar senonh anak main roblox,2,Positif
mantap,2,Positif
game mantapabsolute cema,0,Negatif
game seru banget sumpah seru banget loh download roblox seru banget,7,Positif
seru banget,2,Positif
roblox jlk update ya nyaman,2,Positif
game bagus masuk ngelag disconect wifi bagus game tlol forsaken tolol,1,Positif
game bagus tolong diupdap game bagus tolong updarap,4,Positif
wajib main roblox yi,-1,Negatif
gila keren habis,1,Positif
geme roblox keren tel suka cdid sekian terimakasih,3,Positif
item gua map evade hilang anjing balikin,-3,Negatif
susah ikan game banyak bug,-1,Negatif
semenjak update fish gampang bug dadak lempar slow motions ping bagus,2,Positif
main roblok pintar,0,Negatif
gamenya serubyr main cobaterus interaksi orang lainaku kasih bintang,0,Negatif
game seru game dalam bosan game main ya teman,5,Positif
main ya lumayan seru,2,Positif
bagus sih,1,Positif
game keren banget game ribu juta game,6,Positif
gam bagusjuga mabartapi tolong jaga keti ya antem bicara kotor sih,-1,Negatif
tolongg developer kembali tampil baju update kemarin baju baju kembang,4,Positif
suka game game ya pilih,3,Positif
bagus seru map ya sayang bacon,3,Positif
lumayan sih game ya,2,Positif
bgss kokk suka ngelag,0,Negatif
butut,-1,Negatif
main ya bagus suka main favorit main roblox,3,Positif
seru bagus gamenya,2,Positif
game ya mainin bug masuk gue donglot muncul layar beranda gue,-1,Negatif
gamenya seru main,1,Positif
bagus tagih,0,Negatif
senang seru,2,Positif
seru banget mabr teman,2,Positif
game nya seru banget gsuka ya gara suka lag tb acc nya suka hilang,4,Positif
main fish jadijika bintang tolong benar bug force close ya terimakasih,0,Negatif
bagus roblox buka gih,1,Positif
gamenya seru,1,Positif
bagus akku suka,2,Positif
senang main roblox,1,Positif
bagus anak suka,1,Positif
game bagus seru mabar teman map,3,Positif
game ya sungguh lagging hp burik,1,Positif
main main roblox kasih bintang,0,Negatif
orang scam,0,Negatif
sicretnyaa,0,Negatif
cari akudav offline diyutub online ya,0,Negatif
game baik,2,Positif
aplikasi recommended by roblox,0,Negatif
senang rela marah main roblox,0,Negatif
bagus bett,1,Positif
bagus seru,2,Positif
seru suka omong kasar anak,0,Negatif
apk ya bagus banget suka,4,Positif
seru,1,Positif
anak main mabar,-1,Negatif
bagus mabar,1,Positif
kagum main roblox manyak item kandan map main top up,1,Positif
game ya seru upgret mulu,3,Positif
game ya bagus ngeleg ngeleg,3,Positif
game seru bug game milik game seru dalam,6,Positif
bagus tapiii gaenak nya map blox fruit scripter ya ngengganggu senang player tolong hilang ya dah kas bintang,2,Positif
roblox asik banget,2,Positif
rekam roblox teman ku teman ku hp samsung hp itel,0,Negatif
bagus banget pas pakai,3,Positif
seruada temanmabar,0,Negatif
mantap sob,3,Positif
gamenya seru seru afk fish suruh apk roblox afk fish cari koin roblox,0,Negatif
yasroblox,0,Negatif
tolong deploper player roblok out fit beli terkadang hitam aksesoris hilang tolong bantu,1,Positif
game nama fish afk game suruh mamak malas,1,Positif
game ya bagus sana ajar ajar komunikasi orang ajar bahasa asing pokok ya game ya ajar gane ya hapus perintah,5,Positif
seru banget map bikin ava,2,Positif
suka game,2,Positif
lihat game seru,3,Positif
game ya suka grow a garden,3,Positif
game seru game ya,4,Positif
suka masuk,0,Negatif
game roblox realme android,1,Positif
seru,1,Positif
headless hilang,0,Negatif
seru banget lag ajar mancing santai,3,Positif
bagus gara gara hp kebanykan memori ngelag,-2,Negatif
seruuuuuuuu,0,Negatif
seru gm suka,2,Positif
guna sedih roblox tani sedih ceria terima kasih roblox game nih suka,2,Positif
updet masuk kadang akun suka hilang,1,Positif
good happy,2,Positif
banget errorbugsama gameplay paused bikin malas main,0,Negatif
grafik bagus banget game seru banget,5,Positif
seru mabar sinyal ya loding tolong biar loding,2,Positif
game ya bagus,3,Positif
game ya bagus banget pilih map ya tolong baik bag ya pas login roblox langsung tulis please uninstal and app playstore opicial tulis tolong baik ya,9,Positif
game unik tau main main terimakasih,1,Positif
map seru banget,2,Positif
woy dikit dikit hapus item ya kocak apasih cok saing,-5,Negatif
awesome,0,Negatif
game taiii,1,Positif
senang main game roblox,2,Positif
nan seru,1,Positif
hama hama nih game afk lol,-1,Negatif
game seru banget adik suka tolong game offline main code error undang teman cepat teman tunggu undang,5,Positif
game ya mantap,4,Positif
apa game gj aneh disconnect mulu internet ya amanaman,0,Negatif
terimah kasih min semue game ya keren keren,4,Positif
game ya bagus teman negara,3,Positif
suka sih gamenya seru banget,3,Positif
game ya bagus sih susah apdet,2,Positif
roblox seru banget,2,Positif
gamenya bagus banyak warga roblox tuh sad mulu ya pakai avatar buka map avatar catalog brokhaven warga roblox mandang ava hina hina gapapa bagus,0,Negatif
kecewa,-1,Negatif
suka game skin gratis,3,Positif
bagus,1,Positif
main ya bagus cocok main masuk selver ya pakai ktp robux,2,Positif
ya im like this games sok you,1,Positif
update,0,Negatif
game seru tolong kasih ikan secret ya berharihari ya,4,Positif
kasih bintang main fis suka parah ya main tower karakter suka maju sumpah gua gerakin,0,Negatif
halo roblox literally game bagus tolong baik kait blur avatar map baik sinyal server jaring pakai wifi internet down total lebih terimakasih,7,Positif
enak banget main main game,3,Positif
suka game,2,Positif
kasih bintang game fish afk,1,Positif
malas pas disconnect,-1,Negatif
lag main gima sih nih game main gue,0,Negatif
seru pol bosan sih main roblox seruuuu pol,-2,Negatif
yeay,0,Negatif
ngabisin kuota ngelek banget,0,Negatif
jelek banget hp ku ngelah ngelag sinyal bagus hp ku lancar pas buka game cepat for close mohon benar,1,Positif
gamenya bagus bikin kesel bug game game dll mohon baik roblox map orang dewasa izinkanitu sih kasih tau mohon baik ya,4,Positif
keren fiturnya,1,Positif
bagus game kejap update takde data,1,Positif
seru banget suka banget main nya game ya bosan bosenn,5,Positif
roblox seru,1,Positif
bagus upgrade,1,Positif
daftar ngulang ngeupgrade seru mabarmain petapetatower pokok deh jadimohon baik dngn seksama ya biar salah fahamdan mencet ya pas mencet roblox eh gabisaaalalu tulis roblox tanggap tunggu ya,6,Positif
bagus gamenya bug kasih bintang,0,Negatif
masuk,-1,Negatif
game ya bagus banget map dandys world seru banget puas main ya,9,Positif
curanggg pilih kasihhh harga dinaikin,0,Negatif
game bagus ya bug dikit suruh update mulu kasih bintang,0,Negatif
seru mabar bareng teman game ya,3,Positif
seru woiii,1,Positif
bug ava,-1,Negatif
seru banget game nya,3,Positif
game ya bagus mohon maaf updatenya update game maximal langsung updatenya sedikitsedikit update ubah update minimal updatenya game tahun protes updateupgrade aplikasi game makan full memory,4,Positif
sok far sok good,1,Positif
game update hp update pas update suruh hapus aplikasi,-1,Negatif
bagus hibur main robox seru senang,3,Positif
game bagus grafik bagus bug race,2,Positif
suka fish,1,Positif
game roblox bagus player nakal pakai pakai suka kasarsudah lapor laku dibanned,3,Positif
seru main ya cocok orang gampang bosan,1,Positif
tolong akun pin band band,0,Negatif
kali kali potong robuxnya kebel items ya robux kurang tolong baik kecewa banget item lumayan mahal balikin robuxnya id jian,-1,Negatif
